subject condition group cat trial_type trial block resp corr_resp hit RT fileinfo schedule cat_diff studied
24 IB passive 1 test 7 0 tyfe vune 0 1619 Fb1_1213.png interleaved diff_cat studied 
24 IB passive 1 test 8 0 tyfe tyfe 1 1187 Fb1_1123.png interleaved diff_cat novel 
24 IB passive 1 test 9 0 tyfe tyfe 1 764 Fb1_2123.png interleaved same_cat novel 
24 IB passive 1 test 10 0 vune tyfe 0 1088 Fb1_1112.png interleaved same_cat studied 
24 IB passive 1 test 11 0 tyfe vune 0 1692 Fb1_2213.png interleaved diff_cat novel 
24 IB passive 1 test 12 0 tyfe tyfe 1 1360 Fb1_1113.png interleaved diff_cat studied 
24 IB passive 1 test 13 0 kipe kipe 1 1018 Fb1_1322.png interleaved diff_cat studied 
24 IB passive 1 test 14 0 vune tyfe 0 1666 Fb1_2111.png interleaved diff_cat novel 
24 IB passive 1 test 15 0 kipe kipe 1 1232 Fb1_2323.png interleaved diff_cat novel 
24 IB passive 1 test 16 0 vune tyfe 0 1278 Fb1_1121.png interleaved diff_cat studied 
24 IB passive 1 test 17 0 kipe kipe 1 1047 Fb1_1313.png interleaved diff_cat studied 
24 IB passive 1 test 18 0 tyfe tyfe 1 1108 Fb1_2122.png interleaved diff_cat novel 
24 IB passive 1 test 19 0 kipe kipe 1 973 Fb1_1311.png interleaved diff_cat studied 
24 IB passive 1 test 20 0 tyfe vune 0 1140 Fb1_1212.png interleaved diff_cat studied 
24 IB passive 1 test 21 0 kipe kipe 1 1250 Fb1_2322.png interleaved diff_cat novel 
24 IB passive 1 test 22 0 kipe kipe 1 1056 Fb1_2311.png interleaved same_cat novel 
24 IB passive 1 test 23 0 tyfe tyfe 1 1563 Fb1_2113.png interleaved diff_cat novel 
24 IB passive 1 test 24 0 kipe kipe 1 1698 Fb1_2313.png interleaved diff_cat novel 
24 IB passive 1 test 25 0 vune vune 1 1210 Fb1_1211.png interleaved diff_cat studied 
24 IB passive 1 test 26 0 vune vune 1 791 Fb1_2222.png interleaved same_cat novel 
24 IB passive 1 test 27 0 kipe kipe 1 1511 Fb1_1321.png interleaved diff_cat studied 
24 IB passive 1 test 28 0 kipe kipe 1 1474 Fb1_1312.png interleaved same_cat studied 
24 IB passive 1 test 29 0 vune vune 1 975 Fb1_1223.png interleaved diff_cat novel 
24 IB passive 1 test 30 0 kipe kipe 1 1330 Fb1_2312.png interleaved diff_cat novel 
24 IB passive 1 test 31 0 tyfe vune 0 1675 Fb1_2223.png interleaved diff_cat novel 
24 IB passive 1 test 32 0 vune tyfe 0 1656 Fb1_1122.png interleaved diff_cat studied 
24 IB passive 1 test 33 0 tyfe vune 0 1443 Fb1_2221.png interleaved diff_cat novel 
24 IB passive 1 test 34 0 tyfe tyfe 1 1266 Fb1_1111.png interleaved diff_cat studied 
24 IB passive 1 test 35 0 kipe kipe 1 729 Fb1_2321.png interleaved diff_cat novel 
24 IB passive 1 training 0 0 coge coge 1 1580 Fc1_1212.png blocked NA NA 
24 IB passive 1 training 1 0 coge coge 1 1136 Fc1_1212.png blocked same_cat NA 
24 IB passive 1 training 2 0 coge coge 1 1485 Fc1_1211.png blocked same_cat NA 
24 IB passive 1 training 3 0 beme beme 1 1148 Fc1_1111.png blocked diff_cat NA 
24 IB passive 1 training 4 0 beme beme 1 1289 Fc1_1122.png blocked same_cat NA 
24 IB passive 1 training 5 0 beme beme 1 1046 Fc1_1121.png blocked same_cat NA 
24 IB passive 1 training 6 0 beme beme 1 1204 Fc1_1112.png blocked same_cat NA 
24 IB passive 1 training 7 0 beme beme 1 1169 Fc1_1111.png blocked same_cat NA 
24 IB passive 1 training 8 0 beme beme 1 1032 Fc1_1113.png blocked same_cat NA 
24 IB passive 1 training 9 0 beme beme 1 731 Fc1_1111.png blocked same_cat NA 
24 IB passive 1 training 10 0 beme beme 1 1148 Fc1_1112.png blocked same_cat NA 
24 IB passive 1 training 11 0 beme beme 1 1176 Fc1_1113.png blocked same_cat NA 
24 IB passive 1 training 12 0 beme beme 1 1752 Fc1_1122.png blocked same_cat NA 
24 IB passive 1 training 13 0 zade zade 1 1556 Fc1_1321.png blocked diff_cat NA 
24 IB passive 1 training 14 0 zade zade 1 1261 Fc1_1312.png blocked same_cat NA 
24 IB passive 1 training 15 0 zade zade 1 1085 Fc1_1322.png blocked same_cat NA 
24 IB passive 1 training 16 0 zade zade 1 871 Fc1_1322.png blocked same_cat NA 
24 IB passive 1 training 17 0 zade zade 1 1027 Fc1_1322.png blocked same_cat NA 
24 IB passive 1 training 18 0 zade zade 1 1180 Fc1_1311.png blocked same_cat NA 
24 IB passive 1 training 19 0 zade zade 1 1333 Fc1_1313.png blocked same_cat NA 
24 IB passive 1 training 20 0 beme beme 1 1185 Fc1_1121.png blocked diff_cat NA 
24 IB passive 1 training 21 0 beme beme 1 2105 Fc1_1112.png blocked same_cat NA 
24 IB passive 1 training 22 0 zade zade 1 2136 Fc1_1312.png blocked diff_cat NA 
24 IB passive 1 training 23 0 beme beme 1 1524 Fc1_1121.png blocked diff_cat NA 
24 IB passive 1 training 24 1 coge coge 1 1643 Fc1_1212.png blocked NA NA 
24 IB passive 1 training 25 1 coge coge 1 1327 Fc1_1212.png blocked same_cat NA 
24 IB passive 1 training 26 1 coge coge 1 1471 Fc1_1211.png blocked same_cat NA 
24 IB passive 1 training 27 1 beme beme 1 1137 Fc1_1111.png blocked diff_cat NA 
24 IB passive 1 training 28 1 beme beme 1 975 Fc1_1122.png blocked same_cat NA 
24 IB passive 1 training 29 1 beme beme 1 905 Fc1_1121.png blocked same_cat NA 
24 IB passive 1 training 30 1 beme beme 1 1227 Fc1_1112.png blocked same_cat NA 
24 IB passive 1 training 31 1 beme beme 1 810 Fc1_1111.png blocked same_cat NA 
24 IB passive 1 training 32 1 beme beme 1 1584 Fc1_1113.png blocked same_cat NA 
24 IB passive 1 training 33 1 beme beme 1 1140 Fc1_1111.png blocked same_cat NA 
24 IB passive 1 training 34 1 beme beme 1 855 Fc1_1112.png blocked same_cat NA 
24 IB passive 1 training 35 1 beme beme 1 1178 Fc1_1113.png blocked same_cat NA 
24 IB passive 1 training 36 1 beme beme 1 1159 Fc1_1122.png blocked same_cat NA 
24 IB passive 1 training 37 1 zade zade 1 902 Fc1_1321.png blocked diff_cat NA 
24 IB passive 1 training 38 1 zade zade 1 1406 Fc1_1312.png blocked same_cat NA 
24 IB passive 1 training 39 1 zade zade 1 945 Fc1_1322.png blocked same_cat NA 
24 IB passive 1 training 40 1 zade zade 1 1138 Fc1_1322.png blocked same_cat NA 
24 IB passive 1 training 41 1 zade zade 1 913 Fc1_1322.png blocked same_cat NA 
24 IB passive 1 training 42 1 zade zade 1 1703 Fc1_1311.png blocked same_cat NA 
24 IB passive 1 training 43 1 zade zade 1 1727 Fc1_1313.png blocked same_cat NA 
24 IB passive 1 training 44 1 beme beme 1 1116 Fc1_1121.png blocked diff_cat NA 
24 IB passive 1 training 45 1 beme beme 1 992 Fc1_1112.png blocked same_cat NA 
24 IB passive 1 training 46 1 zade zade 1 1045 Fc1_1312.png blocked diff_cat NA 
24 IB passive 1 training 47 1 beme beme 1 1540 Fc1_1121.png blocked diff_cat NA 
24 IB passive 1 training 48 2 coge coge 1 1098 Fc1_1212.png blocked NA NA 
24 IB passive 1 training 49 2 coge coge 1 720 Fc1_1212.png blocked same_cat NA 
24 IB passive 1 training 50 2 coge coge 1 1256 Fc1_1211.png blocked same_cat NA 
24 IB passive 1 training 51 2 beme beme 1 967 Fc1_1111.png blocked diff_cat NA 
24 IB passive 1 training 52 2 beme beme 1 1086 Fc1_1122.png blocked same_cat NA 
24 IB passive 1 training 53 2 beme beme 1 1109 Fc1_1121.png blocked same_cat NA 
24 IB passive 1 training 54 2 beme beme 1 1056 Fc1_1112.png blocked same_cat NA 
24 IB passive 1 training 55 2 beme beme 1 986 Fc1_1111.png blocked same_cat NA 
24 IB passive 1 training 56 2 beme beme 1 1008 Fc1_1113.png blocked same_cat NA 
24 IB passive 1 training 57 2 beme beme 1 835 Fc1_1111.png blocked same_cat NA 
24 IB passive 1 training 58 2 beme beme 1 943 Fc1_1112.png blocked same_cat NA 
24 IB passive 1 training 59 2 beme beme 1 1037 Fc1_1113.png blocked same_cat NA 
24 IB passive 1 training 60 2 beme beme 1 883 Fc1_1122.png blocked same_cat NA 
24 IB passive 1 training 61 2 zade zade 1 1673 Fc1_1321.png blocked diff_cat NA 
24 IB passive 1 training 62 2 zade zade 1 872 Fc1_1312.png blocked same_cat NA 
24 IB passive 1 training 63 2 zade zade 1 872 Fc1_1322.png blocked same_cat NA 
24 IB passive 1 training 64 2 zade zade 1 730 Fc1_1322.png blocked same_cat NA 
24 IB passive 1 training 65 2 zade zade 1 1006 Fc1_1322.png blocked same_cat NA 
24 IB passive 1 training 66 2 zade zade 1 1682 Fc1_1311.png blocked same_cat NA 
24 IB passive 1 training 67 2 zade zade 1 1106 Fc1_1313.png blocked same_cat NA 
24 IB passive 1 training 68 2 beme beme 1 827 Fc1_1121.png blocked diff_cat NA 
24 IB passive 1 training 69 2 beme beme 1 987 Fc1_1112.png blocked same_cat NA 
24 IB passive 1 training 70 2 zade zade 1 1300 Fc1_1312.png blocked diff_cat NA 
24 IB passive 1 training 71 2 beme beme 1 1823 Fc1_1121.png blocked diff_cat NA 
24 IB passive 1 training 72 3 coge coge 1 762 Fc1_1212.png blocked NA NA 
24 IB passive 1 training 73 3 coge coge 1 863 Fc1_1212.png blocked same_cat NA 
24 IB passive 1 training 74 3 coge coge 1 782 Fc1_1211.png blocked same_cat NA 
24 IB passive 1 training 75 3 beme beme 1 823 Fc1_1111.png blocked diff_cat NA 
24 IB passive 1 training 76 3 beme beme 1 1330 Fc1_1122.png blocked same_cat NA 
24 IB passive 1 training 77 3 beme beme 1 779 Fc1_1121.png blocked same_cat NA 
24 IB passive 1 training 78 3 beme beme 1 719 Fc1_1112.png blocked same_cat NA 
24 IB passive 1 training 79 3 beme beme 1 1046 Fc1_1111.png blocked same_cat NA 
24 IB passive 1 training 80 3 beme beme 1 985 Fc1_1113.png blocked same_cat NA 
24 IB passive 1 training 81 3 beme beme 1 1027 Fc1_1111.png blocked same_cat NA 
24 IB passive 1 training 82 3 beme beme 1 1927 Fc1_1112.png blocked same_cat NA 
24 IB passive 1 training 83 3 beme beme 1 2295 Fc1_1113.png blocked same_cat NA 
24 IB passive 1 training 84 3 beme beme 1 770 Fc1_1122.png blocked same_cat NA 
24 IB passive 1 training 85 3 zade zade 1 1840 Fc1_1321.png blocked diff_cat NA 
24 IB passive 1 training 86 3 zade zade 1 1164 Fc1_1312.png blocked same_cat NA 
24 IB passive 1 training 87 3 zade zade 1 1896 Fc1_1322.png blocked same_cat NA 
24 IB passive 1 training 88 3 zade zade 1 1958 Fc1_1322.png blocked same_cat NA 
24 IB passive 1 training 89 3 zade zade 1 2473 Fc1_1322.png blocked same_cat NA 
24 IB passive 1 training 90 3 zade zade 1 1994 Fc1_1311.png blocked same_cat NA 
24 IB passive 1 training 91 3 zade zade 1 1501 Fc1_1313.png blocked same_cat NA 
24 IB passive 1 training 92 3 beme beme 1 1296 Fc1_1121.png blocked diff_cat NA 
24 IB passive 1 training 93 3 beme beme 1 1772 Fc1_1112.png blocked same_cat NA 
24 IB passive 1 training 94 3 zade zade 1 2233 Fc1_1312.png blocked diff_cat NA 
24 IB passive 1 training 95 3 beme beme 1 1128 Fc1_1121.png blocked diff_cat NA 
24 IB passive 1 test 0 0 zade zade 1 724 Fc1_2312.png blocked NA novel 
24 IB passive 1 test 1 0 zade zade 1 822 Fc1_2321.png blocked same_cat novel 
24 IB passive 1 test 2 0 zade zade 1 945 Fc1_2323.png blocked same_cat novel 
24 IB passive 1 test 3 0 coge coge 1 1163 Fc1_1221.png blocked diff_cat studied 
24 IB passive 1 test 4 0 coge coge 1 1064 Fc1_2211.png blocked same_cat novel 
24 IB passive 1 test 5 0 beme beme 1 641 Fc1_1112.png blocked diff_cat studied 
24 IB passive 1 test 6 0 zade zade 1 1066 Fc1_1311.png blocked diff_cat studied 
24 IB passive 1 test 7 0 zade zade 1 1046 Fc1_1322.png blocked same_cat studied 
24 IB passive 1 test 8 0 zade zade 1 821 Fc1_1321.png blocked same_cat studied 
24 IB passive 1 test 9 0 beme beme 1 1066 Fc1_1123.png blocked diff_cat novel 
24 IB passive 1 test 10 0 zade zade 1 843 Fc1_1313.png blocked diff_cat studied 
24 IB passive 1 test 11 0 zade zade 1 639 Fc1_2311.png blocked same_cat novel 
24 IB passive 1 test 12 0 coge coge 1 1057 Fc1_1223.png blocked diff_cat novel 
24 IB passive 1 test 13 0 beme beme 1 1524 Fc1_1111.png blocked diff_cat studied 
24 IB passive 1 test 14 0 beme beme 1 832 Fc1_2111.png blocked same_cat novel 
24 IB passive 1 test 15 0 beme beme 1 1088 Fc1_1113.png blocked same_cat studied 
24 IB passive 1 test 16 0 zade zade 1 913 Fc1_2313.png blocked diff_cat novel 
24 IB passive 1 test 17 0 beme beme 1 763 Fc1_2122.png blocked diff_cat novel 
24 IB passive 1 test 18 0 zade zade 1 1058 Fc1_2322.png blocked diff_cat novel 
24 IB passive 1 test 19 0 beme beme 1 1147 Fc1_2112.png blocked diff_cat novel 
24 IB passive 1 test 20 0 coge coge 1 640 Fc1_2222.png blocked diff_cat novel 
24 IB passive 1 test 21 0 beme beme 1 934 Fc1_2121.png blocked diff_cat novel 
24 IB passive 1 test 22 0 zade zade 1 994 Fc1_1323.png blocked diff_cat novel 
24 IB passive 1 test 23 0 coge coge 1 795 Fc1_1211.png blocked diff_cat studied 
24 IB passive 1 test 24 0 coge coge 1 812 Fc1_2213.png blocked same_cat novel 
24 IB passive 1 test 25 0 beme beme 1 956 Fc1_1122.png blocked diff_cat studied 
24 IB passive 1 test 26 0 coge coge 1 754 Fc1_1213.png blocked diff_cat studied 
24 IB passive 1 test 27 0 coge coge 1 1197 Fc1_2212.png blocked same_cat novel 
24 IB passive 1 test 28 0 beme beme 1 724 Fc1_2123.png blocked diff_cat novel 
24 IB passive 1 test 29 0 beme beme 1 878 Fc1_1121.png blocked same_cat studied 
24 IB passive 1 test 30 0 coge coge 1 1522 Fc1_2223.png blocked diff_cat novel 
24 IB passive 1 test 31 0 coge coge 1 1570 Fc1_2221.png blocked same_cat novel 
24 IB passive 1 test 32 0 zade zade 1 1286 Fc1_1312.png blocked diff_cat studied 
24 IB passive 1 test 33 0 coge coge 1 1076 Fc1_1212.png blocked diff_cat studied 
24 IB passive 1 test 34 0 beme beme 1 955 Fc1_2113.png blocked diff_cat novel 
24 IB passive 1 test 35 0 coge coge 1 804 Fc1_1222.png blocked diff_cat studied 
25 BI passive 2 training 0 0 beme tyfe 0 3595 Fc1_1121.png blocked NA NA 
25 BI passive 2 training 1 0 beme beme 1 2444 Fc1_1221.png blocked diff_cat NA 
25 BI passive 2 training 2 0 beme beme 1 2088 Fc1_1221.png blocked same_cat NA 
25 BI passive 2 training 3 0 beme beme 1 2192 Fc1_1211.png blocked same_cat NA 
25 BI passive 2 training 4 0 beme beme 1 1936 Fc1_1222.png blocked same_cat NA 
25 BI passive 2 training 5 0 beme beme 1 2019 Fc1_1222.png blocked same_cat NA 
25 BI passive 2 training 6 0 vune beme 0 1595 Fc1_1211.png blocked same_cat NA 
25 BI passive 2 training 7 0 beme beme 1 1857 Fc1_1212.png blocked same_cat NA 
25 BI passive 2 training 8 0 tyfe beme 0 3324 Fc1_1211.png blocked same_cat NA 
25 BI passive 2 training 9 0 beme beme 1 1422 Fc1_1222.png blocked same_cat NA 
25 BI passive 2 training 10 0 beme beme 1 1500 Fc1_1213.png blocked same_cat NA 
25 BI passive 2 training 11 0 beme beme 1 1883 Fc1_1212.png blocked same_cat NA 
25 BI passive 2 training 12 0 vune beme 0 1138 Fc1_1213.png blocked same_cat NA 
25 BI passive 2 training 13 0 tyfe vune 0 1583 Fc1_1311.png blocked diff_cat NA 
25 BI passive 2 training 14 0 tyfe tyfe 1 1684 Fc1_1112.png blocked diff_cat NA 
25 BI passive 2 training 15 0 vune tyfe 0 1564 Fc1_1113.png blocked same_cat NA 
25 BI passive 2 training 16 0 tyfe beme 0 1546 Fc1_1221.png blocked diff_cat NA 
25 BI passive 2 training 17 0 tyfe beme 0 5790 Fc1_1212.png blocked same_cat NA 
25 BI passive 2 training 18 0 tyfe tyfe 1 5139 Fc1_1122.png blocked diff_cat NA 
25 BI passive 2 training 19 0 beme tyfe 0 1763 Fc1_1113.png blocked same_cat NA 
25 BI passive 2 training 20 0 vune tyfe 0 2140 Fc1_1121.png blocked same_cat NA 
25 BI passive 2 training 21 0 beme tyfe 0 1048 Fc1_1122.png blocked same_cat NA 
25 BI passive 2 training 22 0 beme tyfe 0 1138 Fc1_1112.png blocked same_cat NA 
25 BI passive 2 training 23 0 tyfe vune 0 1644 Fc1_1313.png blocked diff_cat NA 
25 BI passive 2 training 24 1 tyfe tyfe 1 1567 Fc1_1121.png blocked NA NA 
25 BI passive 2 training 25 1 vune beme 0 2578 Fc1_1221.png blocked diff_cat NA 
25 BI passive 2 training 26 1 beme beme 1 1107 Fc1_1221.png blocked same_cat NA 
25 BI passive 2 training 27 1 beme beme 1 1525 Fc1_1211.png blocked same_cat NA 
25 BI passive 2 training 28 1 beme beme 1 1839 Fc1_1222.png blocked same_cat NA 
25 BI passive 2 training 29 1 vune beme 0 1253 Fc1_1222.png blocked same_cat NA 
25 BI passive 2 training 30 1 vune beme 0 1300 Fc1_1211.png blocked same_cat NA 
25 BI passive 2 training 31 1 tyfe beme 0 2015 Fc1_1212.png blocked same_cat NA 
25 BI passive 2 training 32 1 beme beme 1 1170 Fc1_1211.png blocked same_cat NA 
25 BI passive 2 training 33 1 beme beme 1 975 Fc1_1222.png blocked same_cat NA 
25 BI passive 2 training 34 1 beme beme 1 1516 Fc1_1213.png blocked same_cat NA 
25 BI passive 2 training 35 1 beme beme 1 1008 Fc1_1212.png blocked same_cat NA 
25 BI passive 2 training 36 1 vune beme 0 1038 Fc1_1213.png blocked same_cat NA 
25 BI passive 2 training 37 1 vune vune 1 2209 Fc1_1311.png blocked diff_cat NA 
25 BI passive 2 training 38 1 vune tyfe 0 5502 Fc1_1112.png blocked diff_cat NA 
25 BI passive 2 training 39 1 tyfe tyfe 1 2009 Fc1_1113.png blocked same_cat NA 
25 BI passive 2 training 40 1 vune beme 0 857 Fc1_1221.png blocked diff_cat NA 
25 BI passive 2 training 41 1 tyfe beme 0 816 Fc1_1212.png blocked same_cat NA 
25 BI passive 2 training 42 1 tyfe tyfe 1 1291 Fc1_1122.png blocked diff_cat NA 
25 BI passive 2 training 43 1 tyfe tyfe 1 1046 Fc1_1113.png blocked same_cat NA 
25 BI passive 2 training 44 1 vune tyfe 0 935 Fc1_1121.png blocked same_cat NA 
25 BI passive 2 training 45 1 beme tyfe 0 725 Fc1_1122.png blocked same_cat NA 
25 BI passive 2 training 46 1 beme tyfe 0 978 Fc1_1112.png blocked same_cat NA 
25 BI passive 2 training 47 1 vune vune 1 1606 Fc1_1313.png blocked diff_cat NA 
25 BI passive 2 training 48 2 tyfe tyfe 1 1154 Fc1_1121.png blocked NA NA 
25 BI passive 2 training 49 2 beme beme 1 3248 Fc1_1221.png blocked diff_cat NA 
25 BI passive 2 training 50 2 tyfe beme 0 988 Fc1_1221.png blocked same_cat NA 
25 BI passive 2 training 51 2 beme beme 1 1110 Fc1_1211.png blocked same_cat NA 
25 BI passive 2 training 52 2 beme beme 1 1271 Fc1_1222.png blocked same_cat NA 
25 BI passive 2 training 53 2 beme beme 1 1457 Fc1_1222.png blocked same_cat NA 
25 BI passive 2 training 54 2 vune beme 0 885 Fc1_1211.png blocked same_cat NA 
25 BI passive 2 training 55 2 vune beme 0 813 Fc1_1212.png blocked same_cat NA 
25 BI passive 2 training 56 2 tyfe beme 0 1332 Fc1_1211.png blocked same_cat NA 
25 BI passive 2 training 57 2 beme beme 1 1036 Fc1_1222.png blocked same_cat NA 
25 BI passive 2 training 58 2 beme beme 1 2367 Fc1_1213.png blocked same_cat NA 
25 BI passive 2 training 59 2 beme beme 1 1767 Fc1_1212.png blocked same_cat NA 
25 BI passive 2 training 60 2 beme beme 1 934 Fc1_1213.png blocked same_cat NA 
25 BI passive 2 training 61 2 vune vune 1 1208 Fc1_1311.png blocked diff_cat NA 
25 BI passive 2 training 62 2 tyfe tyfe 1 1848 Fc1_1112.png blocked diff_cat NA 
25 BI passive 2 training 63 2 tyfe tyfe 1 893 Fc1_1113.png blocked same_cat NA 
25 BI passive 2 training 64 2 beme beme 1 1309 Fc1_1221.png blocked diff_cat NA 
25 BI passive 2 training 65 2 beme beme 1 1003 Fc1_1212.png blocked same_cat NA 
25 BI passive 2 training 66 2 beme tyfe 0 1219 Fc1_1122.png blocked diff_cat NA 
25 BI passive 2 training 67 2 tyfe tyfe 1 1028 Fc1_1113.png blocked same_cat NA 
25 BI passive 2 training 68 2 tyfe tyfe 1 887 Fc1_1121.png blocked same_cat NA 
25 BI passive 2 training 69 2 tyfe tyfe 1 1212 Fc1_1122.png blocked same_cat NA 
25 BI passive 2 training 70 2 tyfe tyfe 1 862 Fc1_1112.png blocked same_cat NA 
25 BI passive 2 training 71 2 vune vune 1 1634 Fc1_1313.png blocked diff_cat NA 
25 BI passive 2 training 72 3 tyfe tyfe 1 1252 Fc1_1121.png blocked NA NA 
25 BI passive 2 training 73 3 beme beme 1 723 Fc1_1221.png blocked diff_cat NA 
25 BI passive 2 training 74 3 beme beme 1 1038 Fc1_1221.png blocked same_cat NA 
25 BI passive 2 training 75 3 beme beme 1 842 Fc1_1211.png blocked same_cat NA 
25 BI passive 2 training 76 3 beme beme 1 2004 Fc1_1222.png blocked same_cat NA 
25 BI passive 2 training 77 3 beme beme 1 1141 Fc1_1222.png blocked same_cat NA 
25 BI passive 2 training 78 3 beme beme 1 986 Fc1_1211.png blocked same_cat NA 
25 BI passive 2 training 79 3 beme beme 1 996 Fc1_1212.png blocked same_cat NA 
25 BI passive 2 training 80 3 beme beme 1 1161 Fc1_1211.png blocked same_cat NA 
25 BI passive 2 training 81 3 beme beme 1 844 Fc1_1222.png blocked same_cat NA 
25 BI passive 2 training 82 3 beme beme 1 1671 Fc1_1213.png blocked same_cat NA 
25 BI passive 2 training 83 3 beme beme 1 853 Fc1_1212.png blocked same_cat NA 
25 BI passive 2 training 84 3 beme beme 1 1866 Fc1_1213.png blocked same_cat NA 
25 BI passive 2 training 85 3 vune vune 1 1365 Fc1_1311.png blocked diff_cat NA 
25 BI passive 2 training 86 3 tyfe tyfe 1 1139 Fc1_1112.png blocked diff_cat NA 
25 BI passive 2 training 87 3 beme tyfe 0 875 Fc1_1113.png blocked same_cat NA 
25 BI passive 2 training 88 3 tyfe beme 0 1224 Fc1_1221.png blocked diff_cat NA 
25 BI passive 2 training 89 3 beme beme 1 732 Fc1_1212.png blocked same_cat NA 
25 BI passive 2 training 90 3 tyfe tyfe 1 1148 Fc1_1122.png blocked diff_cat NA 
25 BI passive 2 training 91 3 tyfe tyfe 1 1015 Fc1_1113.png blocked same_cat NA 
25 BI passive 2 training 92 3 tyfe tyfe 1 1403 Fc1_1121.png blocked same_cat NA 
25 BI passive 2 training 93 3 tyfe tyfe 1 1455 Fc1_1122.png blocked same_cat NA 
25 BI passive 2 training 94 3 tyfe tyfe 1 732 Fc1_1112.png blocked same_cat NA 
25 BI passive 2 training 95 3 vune vune 1 1240 Fc1_1313.png blocked diff_cat NA 
25 BI passive 2 test 0 0 tyfe tyfe 1 2987 Fc1_2122.png blocked NA novel 
25 BI passive 2 test 1 0 vune vune 1 1133 Fc1_2311.png blocked diff_cat novel 
25 BI passive 2 test 2 0 beme beme 1 920 Fc1_1221.png blocked diff_cat studied 
25 BI passive 2 test 3 0 beme beme 1 1079 Fc1_2211.png blocked same_cat novel 
25 BI passive 2 test 4 0 beme beme 1 1089 Fc1_1222.png blocked same_cat studied 
25 BI passive 2 test 5 0 beme beme 1 916 Fc1_2222.png blocked same_cat novel 
25 BI passive 2 test 6 0 vune vune 1 2804 Fc1_2322.png blocked diff_cat novel 
25 BI passive 2 test 7 0 tyfe tyfe 1 687 Fc1_1122.png blocked diff_cat studied 
25 BI passive 2 test 8 0 tyfe tyfe 1 763 Fc1_1112.png blocked same_cat studied 
25 BI passive 2 test 9 0 beme beme 1 601 Fc1_1211.png blocked diff_cat studied 
25 BI passive 2 test 10 0 vune vune 1 1000 Fc1_1322.png blocked diff_cat studied 
25 BI passive 2 test 11 0 tyfe tyfe 1 879 Fc1_1121.png blocked diff_cat studied 
25 BI passive 2 test 12 0 tyfe tyfe 1 1568 Fc1_2123.png blocked same_cat novel 
25 BI passive 2 test 13 0 beme beme 1 1231 Fc1_1213.png blocked diff_cat studied 
25 BI passive 2 test 14 0 vune vune 1 825 Fc1_1321.png blocked diff_cat studied 
25 BI passive 2 test 15 0 vune vune 1 969 Fc1_1313.png blocked same_cat studied 
25 BI passive 2 test 16 0 tyfe tyfe 1 1973 Fc1_2121.png blocked diff_cat novel 
25 BI passive 2 test 17 0 vune vune 1 2037 Fc1_2323.png blocked diff_cat novel 
25 BI passive 2 test 18 0 beme beme 1 701 Fc1_1223.png blocked diff_cat novel 
25 BI passive 2 test 19 0 beme beme 1 730 Fc1_1212.png blocked same_cat studied 
25 BI passive 2 test 20 0 vune vune 1 765 Fc1_1311.png blocked diff_cat studied 
25 BI passive 2 test 21 0 tyfe tyfe 1 2471 Fc1_2113.png blocked diff_cat novel 
25 BI passive 2 test 22 0 vune vune 1 784 Fc1_1323.png blocked diff_cat novel 
25 BI passive 2 test 23 0 beme beme 1 1666 Fc1_2213.png blocked diff_cat novel 
25 BI passive 2 test 24 0 tyfe tyfe 1 859 Fc1_1113.png blocked diff_cat studied 
25 BI passive 2 test 25 0 vune vune 1 622 Fc1_2313.png blocked diff_cat novel 
25 BI passive 2 test 26 0 tyfe tyfe 1 2222 Fc1_2111.png blocked diff_cat novel 
25 BI passive 2 test 27 0 beme beme 1 2500 Fc1_2223.png blocked diff_cat novel 
25 BI passive 2 test 28 0 tyfe tyfe 1 1316 Fc1_2112.png blocked diff_cat novel 
25 BI passive 2 test 29 0 vune vune 1 844 Fc1_2321.png blocked diff_cat novel 
25 BI passive 2 test 30 0 tyfe tyfe 1 1334 Fc1_1123.png blocked diff_cat novel 
25 BI passive 2 test 31 0 tyfe tyfe 1 935 Fc1_1111.png blocked same_cat studied 
25 BI passive 2 test 32 0 beme beme 1 753 Fc1_2221.png blocked diff_cat novel 
25 BI passive 2 test 33 0 vune vune 1 1016 Fc1_1312.png blocked diff_cat studied 
25 BI passive 2 test 34 0 vune vune 1 961 Fc1_2312.png blocked same_cat novel 
25 BI passive 2 test 35 0 beme beme 1 946 Fc1_2212.png blocked diff_cat novel 
25 BI passive 2 training 0 0 zade zade 1 1378 Fb1_1212.png interleaved NA NA 
25 BI passive 2 training 1 0 zade zade 1 1516 Fb1_1222.png interleaved same_cat NA 
25 BI passive 2 training 2 0 zade zade 1 957 Fb1_1222.png interleaved same_cat NA 
25 BI passive 2 training 3 0 kipe kipe 1 1240 Fb1_1111.png interleaved diff_cat NA 
25 BI passive 2 training 4 0 kipe zade 0 1343 Fb1_1221.png interleaved diff_cat NA 
25 BI passive 2 training 5 0 coge coge 1 1310 Fb1_1311.png interleaved diff_cat NA 
25 BI passive 2 training 6 0 zade zade 1 1312 Fb1_1222.png interleaved diff_cat NA 
25 BI passive 2 training 7 0 kipe kipe 1 1310 Fb1_1112.png interleaved diff_cat NA 
25 BI passive 2 training 8 0 zade zade 1 1557 Fb1_1213.png interleaved diff_cat NA 
25 BI passive 2 training 9 0 coge coge 1 733 Fb1_1322.png interleaved diff_cat NA 
