StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q21_1,Q22_1,Q23_1,Q24_1,Q25_1,Q26_1,Q27_1,Q28_1,Q29_1,Q30_1,Q31_1,Q32_1,Q33_1,Q34_1,Q35_1,Q36_1,Q37_1,Q38_1,Q39_1,Q40_1,Q11_1,Q12_1,Q13_1,Q14_1,Q15_1,Q16_1,Q17_1,Q18_1,Q19_1,Q20_1,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1
11/27/22 14:05,11/27/22 14:09,IP Address,172.58.82.202,100,273,TRUE,11/27/22 14:09,R_1rGlohuSyS2cs0X,,,,,45.0228,-93.3012,anonymous,EN,1,6,0,7,6,7,4,6,2,5,7,8,8,6,4,4,9,4,1,8,5,3,9,7,3,6,9,5,9,8,9,3,5,4,3,3,2,8,5,3,8
11/27/22 14:04,11/27/22 14:10,IP Address,104.230.242.208,100,343,TRUE,11/27/22 14:10,R_1Lp924T4bCiAJQ0,,,,,39.5985,-82.9259,anonymous,EN,1,5,1,5,4,6,6,7,6,6,7,7,7,10,9,6,9,7,10,9,6,6,8,9,6,7,6,6,6,7,6,5,6,6,5,7,7,7,7,6,4
11/27/22 14:05,11/27/22 14:13,IP Address,24.127.191.5,100,494,TRUE,11/27/22 14:13,R_AFOy88TjjOVSu8V,,,,,42.2314,-83.6344,anonymous,EN,1,1,1,8,4,8,4,5,5,5,2,3,2,7,3,2,7,2,1,4,2,1,8,6,1,3,3,7,4,2,3,2,3,4,4,2,1,5,1,6,1
11/27/22 14:11,11/27/22 14:18,IP Address,24.18.130.250,100,412,TRUE,11/27/22 14:18,R_3Rm8O6UmTZr5hkc,,,,,47.6356,-122.3605,anonymous,EN,1,2,2,0,3,2,10,10,4,8,8,5,5,0,0,0,8,7,0,6,4,7,6,8,7,9,5,3,5,6,7,5,5,5,1,5,5,10,6,3,6
11/27/22 14:15,11/27/22 14:19,IP Address,121.223.170.35,100,264,TRUE,11/27/22 14:19,R_31BNmp2VvJU6KHx,,,,,-33.8715,151.2006,anonymous,EN,1,1,5,8,7,9,3,2,10,9,10,7,6,4,6,7,9,8,0,7,9,6,4,7,9,6,7,3,8,4,2,4,8,7,9,8,5,10,8,3,6
11/27/22 14:15,11/27/22 14:21,IP Address,174.16.34.116,100,318,TRUE,11/27/22 14:21,R_3LeaGNSGRbgq53Y,,,,,39.7671,-105.0452,anonymous,EN,0.899999976,5,3,6,6,7,9,10,9,8,8,8,8,7,6,8,10,5,0,9,5,6,10,10,9,8,10,9,8,10,8,7,7,7,6,8,10,9,7,2,8
11/27/22 14:19,11/27/22 14:24,IP Address,92.10.161.7,100,287,TRUE,11/27/22 14:24,R_1n1unQDwMtStGPn,,,,,50.9436,-2.6349,anonymous,EN,1,1,0,5,0,5,4,5,1,8,9,8,10,7,9,7,10,5,0,10,7,3,7,10,2,9,9,8,2,10,9,7,8,7,7,8,4,9,7,9,3
11/27/22 14:08,11/27/22 14:26,IP Address,40.142.141.137,100,1088,TRUE,11/27/22 14:26,R_Rff75R1qvnnQ86Z,,,,,35.3991,-80.5584,anonymous,EN,1,3,6,9,9,9,8,9,6,7,9,8,9,10,8,7,9,5,3,8,6,8,10,8,7,10,10,5,5,7,10,6,6,6,4,5,7,6,5,5,4
11/27/22 14:05,11/27/22 14:35,IP Address,129.79.34.111,100,1819,TRUE,11/27/22 14:35,R_1hxQ2ua2HyTmVty,,,,,39.1963,-86.5776,anonymous,EN,1,5,3,8,5,9,8,10,9,8,7,8,8,3,3,5,9,8,2,8,7,8,7,7,8,8,9,7,10,7,7,5,7,7,5,5,6,8,4,2,6
11/27/22 14:33,11/27/22 14:37,IP Address,151.205.110.60,100,248,TRUE,11/27/22 14:37,R_7X62TXxEslrLDGx,,,,,40.7681,-73.8291,anonymous,EN,1,5,6,7,8,10,10,10,10,8,7,9,8,5,5,4,10,10,0,10,3,0,9,10,6,10,8,6,10,10,9,6,10,8,3,7,5,6,8,8,4
11/27/22 14:36,11/27/22 14:39,IP Address,216.115.7.210,100,228,TRUE,11/27/22 14:39,R_1OrETJfywLEdF64,,,,,42.3902,-122.9177,anonymous,EN,0.899999976,2,1,5,4,3,5,6,6,1,8,8,5,1,2,2,5,2,1,7,2,3,2,8,7,2,4,5,3,1,0,0,4,8,3,9,8,7,6,0,1
11/27/22 13:36,11/27/22 14:42,IP Address,24.164.127.146,100,3958,TRUE,11/27/22 14:42,R_241s8CxxHt70vhm,,,,,41.2291,-80.7586,anonymous,EN,0.899999976,3,2,6,3,2,5,4,6,5,7,8,4,7,4,5,9,5,5,9,5,3,3,9,5,5,4,6,6,4,4,3,8,8,6,6,7,6,6,2,7
11/27/22 14:38,11/27/22 14:45,IP Address,75.75.65.249,100,382,TRUE,11/27/22 14:45,R_3UwR6b3QPnjJEhr,,,,,38.4039,-78.6308,anonymous,EN,1,3,1,4,6,5,7,4,2,9,10,3,5,7,4,2,8,1,1,10,7,2,7,9,1,3,3,1,5,7,1,2,8,7,6,1,10,10,5,1,1
11/27/22 14:40,11/27/22 14:45,IP Address,76.100.243.207,100,294,TRUE,11/27/22 14:45,R_879uyMetU3Bk46J,,,,,39.6128,-77.3991,anonymous,EN,1,1,1,5,5,5,7,10,1,5,10,1,10,1,5,7,7,10,1,5,5,7,5,5,1,5,2,5,7,7,3,1,1,1,5,7,8,10,7,7,4
11/27/22 14:40,11/27/22 14:46,IP Address,174.49.245.152,100,388,TRUE,11/27/22 14:46,R_2XpxRJuHt8tfu0e,,,,,40.0008,-76.7697,anonymous,EN,1,4,3,5,6,5,7,5,8,6,5,8,7,9,6,7,9,7,0,8,3,4,7,6,2,3,6,5,7,7,1,3,5,7,5,8,7,5,6,2,4
11/27/22 14:41,11/27/22 14:49,IP Address,67.234.222.220,100,452,TRUE,11/27/22 14:49,R_3ps4cc9JbHtA96Q,,,,,33.5141,-112.1235,anonymous,EN,1,6,4,5,4,6,7,7,8,7,8,7,6,5,4,5,7,10,6,8,6,5,6,7,9,7,7,7,7,7,6,3,6,6,3,5,5,6,4,4,2
11/27/22 14:41,11/27/22 14:49,IP Address,185.192.70.249,100,500,TRUE,11/27/22 14:49,R_3G8w5iMTJr1Xydm,,,,,51.5164,-0.093,anonymous,EN,0.899999976,7,3,8,7,4,4,8,0,7,9,3,6,6,6,7,10,6,0,8,7,7,7,6,2,8,9,3,10,9,7,3,10,6,4,1,4,7,5,5,7
11/27/22 14:56,11/27/22 15:03,IP Address,73.236.55.38,100,429,TRUE,11/27/22 15:03,R_2YArHYfl3b3FbXu,,,,,39.652,-79.9444,anonymous,EN,0.899999976,5,4,7,6,7,8,9,8,7,9,8,10,8,8,7,9,7,10,8,8,8,9,8,8,8,9,9,10,9,8,7,8,7,6,7,7,8,5,6,5
11/27/22 14:56,11/27/22 15:04,IP Address,172.58.8.172,100,490,TRUE,11/27/22 15:04,R_3k5M7BEKmskZlte,,,,,35.1871,-106.6659,anonymous,EN,1,5,7,8,6,8,8,9,8,6,7,7,5,4,6,6,7,6,2,6,5,6,6,8,8,7,9,9,6,5,7,5,8,7,6,5,5,6,5,5,5
11/27/22 14:57,11/27/22 15:05,IP Address,132.145.56.161,100,461,TRUE,11/27/22 15:05,R_1dGrGt3pHIvpeOV,,,,,51.5368,-0.6718,anonymous,EN,0.800000012,3,1,3,4,7,5,2,9,6,7,5,8,7,8,6,10,6,6,8,3,4,6,8,7,9,5,5,7,6,6,6,6,7,5,4,4,8,7,5,8
11/27/22 15:01,11/27/22 15:07,IP Address,68.126.217.26,100,393,TRUE,11/27/22 15:07,R_3nML2mQdjj2sz4Z,,,,,33.7499,-117.9071,anonymous,EN,0.899999976,1,1,3,6,6,7,7,8,2,7,7,8,3,2,7,10,9,5,10,2,6,8,7,9,9,8,9,10,9,7,4,7,7,6,6,6,10,7,6,8
11/27/22 15:03,11/27/22 15:08,IP Address,46.114.139.119,100,307,TRUE,11/27/22 15:08,R_wStO5amWGL6o7FT,,,,,52.3718,9.7308,anonymous,EN,1,7,2,4,5,6,7,8,7,5,6,8,6,7,2,6,8,8,7,8,4,7,5,7,6,6,7,6,6,6,6,2,6,7,6,5,5,6,7,4,3
11/27/22 15:04,11/27/22 15:11,IP Address,71.71.253.22,100,448,TRUE,11/27/22 15:11,R_1jOE2GuhMGnVSDq,,,,,35.6524,-80.4915,anonymous,EN,0.899999976,4,2,5,4,8,6,5,7,9,6,5,6,5,7,5,8,6,1,7,5,7,10,10,7,8,8,5,7,5,9,4,4,6,4,5,5,7,5,5,3
11/27/22 15:09,11/27/22 15:13,IP Address,98.46.109.49,100,260,TRUE,11/27/22 15:13,R_2E0Oh6Qu7Pdxp6i,,,,,41.7415,-87.5962,anonymous,EN,1,3,3,7,5,7,8,8,8,7,7,8,7,7,6,6,8,7,4,6,7,7,8,8,4,6,5,7,7,7,5,6,6,7,7,7,7,7,6,6,4
11/27/22 15:12,11/27/22 15:16,IP Address,76.36.180.128,100,237,TRUE,11/27/22 15:16,R_1M52N52j9gaSnwJ,,,,,36.0787,-79.9067,anonymous,EN,0.899999976,0,0,6,4,6,1,10,1,1,5,8,0,3,1,0,8,4,8,7,3,0,2,10,10,10,9,8,3,4,9,1,7,0,1,6,1,1,0,0,0
11/27/22 15:09,11/27/22 15:19,IP Address,109.213.137.74,100,627,TRUE,11/27/22 15:19,R_bqhBHpsHi7Cg9dT,,,,,45.5265,4.541,anonymous,EN,1,8,0,7,4,10,10,10,5,8,10,10,10,10,10,6,10,10,0,10,10,8,10,10,6,10,10,8,10,10,5,8,8,8,10,10,10,10,10,5,10
11/27/22 15:17,11/27/22 15:22,IP Address,73.19.71.232,100,279,TRUE,11/27/22 15:22,R_3qqC6AbSg9gODYd,,,,,47.024,-122.7827,anonymous,EN,1,2,1,6,3,7,1,6,8,6,8,3,6,0,2,3,6,5,1,6,4,4,6,8,8,7,4,1,5,1,6,3,6,6,4,8,6,9,3,3,6
11/27/22 15:05,11/27/22 15:26,IP Address,86.13.105.123,100,1303,TRUE,11/27/22 15:26,R_Xojj7ujkOHx1QqZ,,,,,50.7177,-2.0008,anonymous,EN,1,3,1,4,7,6,9,8,9,9,9,9,8,9,9,8,9,9,7,9,8,9,9,9,7,8,9,8,6,8,8,6,7,9,6,5,8,7,7,7,7
11/27/22 15:24,11/27/22 15:28,IP Address,86.50.40.215,100,245,TRUE,11/27/22 15:28,R_3lJtRdbgEEuNLmd,,,,,61.0466,28.0685,anonymous,EN,0.899999976,8,6,7,9,10,10,7,8,4,7,4,7,1,1,2,7,8,10,6,4,9,4,6,2,6,5,7,6,10,4,4,4,6,8,8,5,6,9,6,4
11/27/22 15:33,11/27/22 15:40,IP Address,24.247.122.80,100,431,TRUE,11/27/22 15:40,R_3GdJHL3JIwTZuhW,,,,,42.2623,-85.6148,anonymous,EN,1,3,2,7,5,7,7,8,7,6,7,7,7,7,7,8,8,7,2,8,5,5,7,6,8,7,6,5,5,7,7,5,6,7,6,6,7,7,6,4,5
11/27/22 15:37,11/27/22 15:41,IP Address,174.69.128.175,100,254,TRUE,11/27/22 15:41,R_2e2NJ046Hq9SLxO,,,,,30.3608,-91.0917,anonymous,EN,1,5,8,5,5,6,7,6,6,5,6,7,9,5,6,6,8,8,9,6,8,8,9,8,7,7,6,7,5,7,6,6,7,7,6,7,8,5,7,4,7
11/27/22 15:36,11/27/22 15:42,IP Address,192.251.149.180,100,313,TRUE,11/27/22 15:42,R_8C83krW2zdln2bn,,,,,40.597,-105.0589,anonymous,EN,1,0,5,3,6,6,5,0,8,4,6,8,9,2,2,7,8,8,8,5,6,3,4,6,8,10,6,7,7,6,4,0,6,6,2,8,5,6,4,2,0
11/27/22 15:38,11/27/22 15:45,IP Address,24.151.116.38,100,402,TRUE,11/27/22 15:45,R_1kHMS4KazNcSXzS,,,,,42.2555,-71.7719,anonymous,EN,1,3,2,2,3,5,3,8,8,7,8,5,6,7,4,4,8,7,3,7,3,5,6,8,8,7,5,5,5,5,5,2,5,3,3,7,5,8,2,2,2
11/27/22 15:42,11/27/22 15:47,IP Address,96.18.112.52,100,285,TRUE,11/27/22 15:47,R_11XU8ELNXfOeEie,,,,,42.5582,-114.4659,anonymous,EN,1,6,10,9,5,7,7,7,9,9,7,7,7,10,8,10,10,10,5,7,6,6,7,9,8,6,8,10,9,8,5,5,7,6,5,4,6,7,10,4,5
11/27/22 15:42,11/27/22 15:48,IP Address,24.194.35.120,100,337,TRUE,11/27/22 15:48,R_54iI2XV77uWhqHn,,,,,42.9115,-78.865,anonymous,EN,1,1,2,7,3,10,9,7,6,9,9,5,7,1,5,6,7,7,1,6,6,3,10,8,2,5,9,10,8,6,3,2,2,2,4,6,1,10,8,1,7
11/27/22 15:43,11/27/22 15:49,IP Address,188.149.243.3,100,333,TRUE,11/27/22 15:49,R_SJLLAK1PN5upBE5,,,,,59.3287,18.0717,anonymous,EN,0.899999976,1,1,4,2,5,3,3,4,3,2,4,5,6,2,2,2,3,10,2,1,2,2,2,3,1,1,3,1,3,1,2,1,1,1,3,2,2,3,1,1
11/27/22 15:15,11/27/22 15:50,IP Address,73.250.204.18,100,2060,TRUE,11/27/22 15:50,R_22VnaRrvZIfoJlX,,,,,38.7678,-75.2978,anonymous,EN,0.899999976,5,6,6,5,7,8,7,4,6,9,6,5,1,7,8,7,5,7,9,7,3,5,8,6,6,4,5,4,8,9,7,9,5,7,4,9,10,7,6,5
11/27/22 15:51,11/27/22 15:55,IP Address,109.249.181.59,100,242,TRUE,11/27/22 15:55,R_3MGbj3jPwZQQY5G,,,,,52.4867,-1.8989,anonymous,EN,1,1,1,8,1,7,6,9,6,1,5,7,7,1,4,0,8,10,1,8,5,2,4,10,8,7,2,2,7,10,4,2,4,8,8,9,5,7,3,1,6
11/27/22 15:52,11/27/22 15:57,IP Address,38.9.2.93,100,290,TRUE,11/27/22 15:57,R_2WAr1NJyDFNiGNX,,,,,-37.8159,144.9669,anonymous,EN,0.800000012,0,1,7,1,5,8,8,7,5,8,7,7,5,5,2,7,9,4,7,6,8,8,6,5,5,6,5,6,9,7,3,7,7,5,7,7,7,7,1,7
11/27/22 15:49,11/27/22 15:56,IP Address,90.231.80.196,100,448,TRUE,11/27/22 15:57,R_UDB7jUXg6ihYgIF,,,,,58.4016,15.6462,anonymous,EN,1,3,8,5,1,8,9,9,5,3,9,9,9,9,4,2,7,8,1,7,1,2,8,7,1,8,7,1,6,8,7,2,5,3,1,5,5,1,8,0,5
11/27/22 15:55,11/27/22 15:58,IP Address,129.79.197.154,100,208,TRUE,11/27/22 15:58,R_2xJkHK4TqOsAKwW,,,,,39.1397,-86.5141,anonymous,EN,1,5,2,3,3,7,6,4,3,5,7,4,2,1,2,3,5,6,8,6,4,3,4,8,4,6,8,7,7,4,2,2,5,2,3,2,2,4,3,2,3
11/27/22 15:54,11/27/22 15:59,IP Address,77.102.99.31,100,315,TRUE,11/27/22 15:59,R_2ciQ0NCi8V3ocsJ,,,,,52.5218,-1.9985,anonymous,EN,1,3,1,6,2,7,8,7,8,5,5,9,6,0,5,7,10,9,2,8,7,8,8,9,8,8,7,7,9,7,5,5,5,6,8,8,7,6,7,6,6
11/27/22 15:56,11/27/22 16:03,IP Address,176.93.141.68,100,453,TRUE,11/27/22 16:03,R_2UXVdAVqBC50rMC,,,,,60.1797,24.9344,anonymous,EN,1,2,2,6,8,8,9,7,9,8,8,9,10,10,7,7,10,8,1,10,4,5,9,10,8,9,9,8,8,7,9,6,8,8,8,7,9,7,5,5,4
11/27/22 15:58,11/27/22 16:04,IP Address,76.134.47.240,100,394,TRUE,11/27/22 16:04,R_2SfehB1af7j9RkG,,,,,34.674,-92.357,anonymous,EN,1,2,2,6,6,8,8,8,8,5,7,7,6,7,5,6,7,7,4,7,4,5,5,7,5,6,7,8,5,6,5,5,6,6,6,5,7,7,6,3,5
11/27/22 15:57,11/27/22 16:05,IP Address,49.182.134.81,100,446,TRUE,11/27/22 16:05,R_ywtmgIcJEUs3Ijf,,,,,-27.4719,153.0196,anonymous,EN,1,0,0,8,1,2,3,8,3,0,9,10,7,6,0,3,7,7,0,8,0,0,7,9,1,9,9,6,4,0,0,0,2,6,0,2,4,6,6,6,0
11/27/22 15:59,11/27/22 16:07,IP Address,136.37.11.65,100,463,TRUE,11/27/22 16:07,R_3NUrkeqfrC4hfdS,,,,,39.0383,-94.5737,anonymous,EN,1,7,4,9,5,7,4,10,7,8,7,7,6,5,6,7,8,8,1,6,6,5,8,9,5,3,10,8,4,7,8,4,7,7,3,5,8,5,6,5,7
11/27/22 16:12,11/27/22 16:17,IP Address,72.197.221.166,100,281,TRUE,11/27/22 16:17,R_2pWSpfqU6jzG1Tf,,,,,33.1986,-117.2461,anonymous,EN,1,5,3,6,5,6,7,4,8,4,8,7,9,4,6,5,8,6,7,8,4,5,5,6,7,7,5,6,7,2,8,3,8,6,6,8,2,7,5,6,7
11/27/22 16:15,11/27/22 16:20,IP Address,71.85.199.222,100,242,TRUE,11/27/22 16:20,R_2xEFsGjS15zBUzo,,,,,38.7472,-90.7247,anonymous,EN,0.899999976,7,1,5,7,7,4,8,10,3,10,6,6,2,7,5,10,6,1,7,3,1,10,7,8,4,7,6,8,5,1,2,7,8,4,6,3,10,5,3,1
11/27/22 16:16,11/27/22 16:22,IP Address,24.4.249.77,100,386,TRUE,11/27/22 16:22,R_p9sxT2vF6xE7f0t,,,,,37.0313,-122.1198,anonymous,EN,1,6,5,9,8,10,9,10,8,8,10,8,8,5,4,6,9,3,9,8,7,6,8,6,10,8,10,10,8,6,10,4,8,7,5,6,7,9,5,3,6
11/27/22 16:18,11/27/22 16:22,IP Address,23.185.176.209,100,239,TRUE,11/27/22 16:22,R_PAl8SkhnM1A2mQ1,,,,,43.5553,-111.8922,anonymous,EN,1,7,2,1,1,3,6,0,1,9,4,8,5,1,3,1,8,8,0,7,1,5,8,10,1,3,8,1,5,1,7,1,9,2,1,1,0,8,1,0,1
11/27/22 16:23,11/27/22 16:29,IP Address,45.16.200.148,100,403,TRUE,11/27/22 16:29,R_a4qq9rwAQl1skaR,,,,,39.1397,-86.5141,anonymous,EN,1,6,6,8,7,7,8,9,8,6,9,7,7,4,6,7,9,8,6,7,7,7,7,8,7,9,8,9,10,8,7,7,8,8,9,8,9,10,9,9,8
11/27/22 16:25,11/27/22 16:31,IP Address,46.223.163.119,100,352,TRUE,11/27/22 16:31,R_3IXXa2ikNVvFD9B,,,,,48.9751,8.4456,anonymous,EN,1,9,1,9,6,8,6,4,8,5,4,9,7,4,5,6,4,6,0,6,4,5,6,7,5,7,5,8,2,5,7,6,2,2,6,4,2,4,5,2,1
11/27/22 16:35,11/27/22 16:41,IP Address,8.47.99.209,100,310,TRUE,11/27/22 16:41,R_xyGRghOarXskW8F,,,,,43.2138,-77.4575,anonymous,EN,0.899999976,3,2,8,3,5,4,7,6,1,9,9,2,3,6,6,7,4,9,6,3,0,4,8,5,6,7,4,5,6,8,3,6,7,7,3,1,9,5,4,3
11/27/22 16:42,11/27/22 16:48,IP Address,86.17.11.143,100,317,TRUE,11/27/22 16:48,R_3I5WhdnfzeY6kzf,,,,,53.4847,-0.0347,anonymous,EN,1,3,2,3,5,7,6,8,6,7,7,9,6,7,4,5,6,4,10,8,8,7,6,7,2,7,6,4,7,7,8,4,3,5,3,6,4,7,6,4,4
11/27/22 16:47,11/27/22 16:51,IP Address,73.82.149.164,100,247,TRUE,11/27/22 16:51,R_2rpxjRGvC6A0JZF,,,,,33.6992,-84.7478,anonymous,EN,1,3,2,5,2,6,6,7,2,6,4,7,3,1,3,1,4,7,1,6,3,2,3,5,8,6,5,9,8,7,5,3,5,5,3,6,4,4,2,1,4
11/27/22 16:45,11/27/22 16:52,IP Address,138.88.199.124,100,444,TRUE,11/27/22 16:52,R_1ddkDoZDB4MJqpv,,,,,38.9172,-77.0709,anonymous,EN,1,3,2,3,3,5,4,5,4,4,3,4,4,2,5,3,3,4,4,4,4,4,4,5,4,6,4,5,4,3,4,3,2,2,3,3,1,2,2,2,3
11/27/22 16:47,11/27/22 16:52,IP Address,62.194.245.121,100,303,TRUE,11/27/22 16:52,R_3D7lWglWMnGJzh8,,,,,51.8612,4.3657,anonymous,EN,0.899999976,4,2,4,2,6,6,5,8,2,4,3,8,2,4,1,9,8,3,6,2,2,6,8,7,6,4,7,8,8,2,2,6,7,6,7,8,5,7,2,5
11/27/22 16:54,11/27/22 17:02,IP Address,174.235.208.146,100,436,TRUE,11/27/22 17:02,R_OqyW5xfHC4NZ4fD,,,,,41.2854,-96.1494,anonymous,EN,0.899999976,2,1,9,3,6,4,10,7,6,6,7,7,4,7,6,9,8,1,8,4,2,6,10,3,3,9,3,9,10,8,2,2,5,3,7,5,3,6,2,1
11/27/22 16:58,11/27/22 17:03,IP Address,172.58.243.63,100,310,TRUE,11/27/22 17:03,R_2RONAW0FGJ01jC9,,,,,38.8865,-77.0911,anonymous,EN,1,1,2,7,9,10,10,10,8,8,10,10,10,10,7,9,10,9,10,10,2,3,10,9,6,10,9,10,10,10,9,2,9,9,7,6,8,7,10,5,10
11/27/22 16:55,11/27/22 17:07,IP Address,146.70.81.150,100,701,TRUE,11/27/22 17:07,R_22Y2qlw4V1hg76s,,,,,48.1436,16.2941,anonymous,EN,1,3,4,5,6,8,9,7,6,5,8,7,7,4,3,3,8,4,1,8,7,5,4,7,6,7,6,7,6,7,8,4,7,8,5,4,6,4,2,2,4
11/27/22 17:13,11/27/22 17:19,IP Address,38.34.35.108,100,340,TRUE,11/27/22 17:19,R_1IjfrtIsg9q5Ugr,,,,,43.6547,-79.3623,anonymous,EN,1,8,4,1,4,6,5,6,6,8,7,7,8,4,4,6,10,8,5,6,6,5,7,9,6,7,7,7,8,9,8,4,5,4,5,5,8,7,5,5,5
11/27/22 17:13,11/27/22 17:19,IP Address,107.123.17.124,100,360,TRUE,11/27/22 17:19,R_3qVaQessd5fM20I,,,,,39.9943,-75.1181,anonymous,EN,1,0,0,4,5,8,2,6,3,7,9,5,9,7,9,5,6,6,1,9,9,4,10,8,4,10,6,7,3,10,7,6,3,1,1,6,7,6,9,0,8
11/27/22 17:14,11/27/22 17:20,IP Address,141.117.117.39,100,317,TRUE,11/27/22 17:20,R_0jHzKIlEr5CZafv,,,,,43.6576,-79.3798,anonymous,EN,1,3,1,2,4,3,8,9,3,4,7,9,2,6,1,2,9,8,2,9,2,1,5,5,5,3,2,4,6,8,5,2,8,6,2,9,7,6,7,4,4
11/27/22 17:15,11/27/22 17:21,IP Address,80.138.24.172,100,337,TRUE,11/27/22 17:21,R_QmPJ39iLTXALLpf,,,,,48.281,8.0915,anonymous,EN,0.899999976,1,1,7,4,3,7,9,8,3,7,7,2,4,1,3,7,5,4,8,1,2,5,8,5,3,7,8,7,6,6,2,6,4,5,6,5,7,1,3,2
11/27/22 17:17,11/27/22 17:22,IP Address,150.242.149.12,100,315,TRUE,11/27/22 17:22,R_WoO8AyD5CCwCAwx,,,,,22.518,88.3832,anonymous,EN,1,2,2,3,4,5,0,3,3,6,3,5,1,1,3,0,6,1,1,5,2,1,4,2,4,2,4,1,7,2,6,2,3,3,1,3,0,3,7,0,3
11/27/22 17:20,11/27/22 17:25,IP Address,154.6.24.123,100,316,TRUE,11/27/22 17:25,R_2V4HJjQoTURUpf6,,,,,33.844,-84.4784,anonymous,EN,0.899999976,0,1,4,4,6,5,4,4,8,2,7,8,9,6,3,7,4,5,4,6,5,5,6,7,10,8,7,6,4,7,2,3,6,4,5,1,5,4,0,5
11/27/22 17:12,11/27/22 17:28,IP Address,67.176.14.175,100,921,TRUE,11/27/22 17:28,R_1BYjFjwjYwapkhz,,,,,39.5892,-105.1359,anonymous,EN,1,3,5,7,7,9,10,9,8,7,7,10,10,10,10,6,9,10,9,9,8,8,8,9,8,10,8,8,7,9,7,6,8,9,7,7,8,9,7,5,8
11/27/22 17:16,11/27/22 17:28,IP Address,173.31.60.110,100,686,TRUE,11/27/22 17:28,R_OQkqM50qfjLpV4t,,,,,42.5144,-90.693,anonymous,EN,1,1,3,2,6,7,10,8,8,3,9,4,6,8,3,4,8,9,10,9,1,3,6,3,7,8,8,7,7,9,2,3,6,0,4,4,6,8,7,1,7
11/27/22 17:25,11/27/22 17:29,IP Address,90.214.83.233,100,252,TRUE,11/27/22 17:29,R_29di4ow64BH5Mev,,,,,51.4895,-2.509,anonymous,EN,1,4,2,5,2,8,8,8,2,7,8,10,8,4,9,8,9,10,1,9,6,7,8,9,7,8,3,9,9,4,5,3,9,7,6,7,1,9,4,1,7
11/27/22 17:21,11/27/22 17:31,IP Address,89.245.23.239,100,619,TRUE,11/27/22 17:31,R_3pmpusIj8Bb7Dng,,,,,52.1221,10.3761,anonymous,EN,1,7,1,6,8,6,5,5,9,7,8,9,5,6,6,8,10,5,6,8,5,4,7,9,6,8,7,6,9,4,5,4,9,9,6,5,8,8,6,8,8
11/27/22 17:33,11/27/22 17:38,IP Address,138.204.26.131,100,296,TRUE,11/27/22 17:38,R_27qJsG54XReyx95,,,,,-25.5026,-49.2908,anonymous,EN,0.899999976,0,0,7,3,9,7,6,9,8,7,7,3,6,1,0,10,0,10,7,8,7,9,10,10,8,8,10,4,8,9,2,5,5,2,9,1,5,2,5,0
11/27/22 17:33,11/27/22 17:38,IP Address,172.58.203.228,100,306,TRUE,11/27/22 17:38,R_0rmE3Ku6UbkweXv,,,,,40.0356,-75.1763,anonymous,EN,0.899999976,5,1,3,2,6,8,9,4,7,4,10,10,10,6,7,6,6,10,9,7,10,7,9,5,4,6,8,3,8,6,3,5,2,2,6,6,1,8,6,5
11/27/22 17:37,11/27/22 17:42,IP Address,75.162.109.240,100,323,TRUE,11/27/22 17:42,R_24iR5O6c6gYu9Fr,,,,,41.6244,-93.6694,anonymous,EN,1,1,2,3,3,5,6,3,3,5,5,7,6,5,7,6,6,7,1,4,6,2,7,7,6,8,5,2,3,3,6,3,5,5,3,3,5,4,6,3,5
11/27/22 17:39,11/27/22 17:44,IP Address,71.183.234.226,100,308,TRUE,11/27/22 17:44,R_241MM5ufU0tJMaD,,,,,40.7263,-73.9818,anonymous,EN,1,2,1,5,5,8,9,5,10,6,6,8,8,9,6,6,9,4,7,9,5,8,9,8,10,7,6,7,7,0,4,2,6,4,3,6,2,4,1,0,3
11/27/22 17:41,11/27/22 17:46,IP Address,47.34.112.49,100,249,TRUE,11/27/22 17:46,R_2YM9kKR9rcQq4N5,,,,,38.7943,-90.2817,anonymous,EN,1,2,1,9,5,9,2,1,5,7,2,9,7,5,9,9,10,1,1,8,10,2,10,10,1,8,9,7,10,6,1,3,7,8,9,8,7,10,2,2,1
11/27/22 17:42,11/27/22 17:50,IP Address,185.65.135.174,100,479,TRUE,11/27/22 17:50,R_22DNEtEEk0l7UJY,,,,,59.3098,17.9796,anonymous,EN,0.899999976,2,1,1,2,5,2,5,5,4,5,5,4,3,4,4,6,3,4,7,5,5,4,4,4,3,6,3,5,6,4,1,5,2,1,1,2,4,3,1,3
11/27/22 17:50,11/27/22 17:56,IP Address,96.230.164.170,100,314,TRUE,11/27/22 17:56,R_2wyGeiE5MZp1wG6,,,,,41.9853,-71.5184,anonymous,EN,0.899999976,2,0,2,1,4,9,6,8,2,5,9,9,1,1,1,8,10,2,1,1,2,0,8,6,8,9,3,10,10,6,3,2,5,1,2,4,7,10,0,2
